;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
29;3287;3887;4161;5687;1.68;1.61;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
30;3340;3940;4411;5740;1.70;1.97;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
31;3420;4020;4611;5820;1.79;1.46;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
32;3584;4184;4410;5984;1.64;1.33;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
33;3597;4197;4727;5997;1.00;1.45;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
34;3650;4250;4849;6050;1.58;1.47;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
35;3818;4418;4843;6218;1.39;1.78;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
36;3967;4567;4804;6367;1.94;1.18;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
37;4078;4678;4959;6478;1.13;1.37;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
38;4344;4944;5198;6744;1.82;1.98;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
39;4568;5168;5329;6968;1.32;1.65;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
40;4569;5169;5378;6969;1.57;1.93;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
41;4685;5285;5677;7085;1.35;1.42;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
42;4735;5335;5610;7135;1.28;1.21;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
43;4905;5505;5852;7305;1.06;1.37;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
44;4929;5529;5866;7329;1.44;1.77;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
45;5006;5606;5852;7406;1.24;1.43;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
46;5142;5742;6057;7542;1.31;1.70;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
47;5231;5831;5901;7631;1.42;1.08;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
48;5572;6172;6661;7972;1.64;1.97;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
49;5729;6329;6912;8129;1.50;1.14;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
50;5898;6498;6602;8298;1.98;1.70;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
51;5939;6539;6643;8339;1.93;1.57;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
52;6058;6658;7030;8458;1.75;1.39;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
53;6212;6812;7032;8612;1.95;1.71;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
54;6372;6972;7267;8772;1.02;1.67;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
55;6472;7072;7386;8872;1.04;1.05;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
56;6608;7208;7542;9008;1.82;1.38;['90', '90', '90', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '90', '90', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '90', '68', '68', '90', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90']
57;6940;7540;8059;9340;1.26;1.12;['113', '113', '135', '113', '135', '90', '90', '113', '90', '113', '90', '113', '113', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '113', '113', '113', '90', '113', '113', '135', '113', '90', '113', '135', '90', '90', '113', '90', '90', '113', '90', '90', '135', '90', '90', '135', '135', '90', '90', '113', '90', '90', '90', '113', '113', '90', '90', '113', '90', '90', '113', '113', '113', '113', '90', '113', '135', '113', '90', '113', '113', '90', '90', '90', '135', '113', '135', '90', '113', '90', '90', '113', '90', '90', '113', '90', '135', '90', '90', '113', '90', '135', '113', '113', '113', '113', '90', '113', '113', '90', '135', '90', '113', '113', '90', '113', '113', '90', '113', '90', '113', '113', '113', '113', '90', '113', '90', '90', '90', '90', '135', '113', '90', '90', '90', '90', '90', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '113', '90', '113', '90', '113', '90', '90', '90', '113', '113', '113']
