;appearance_time;earliest_landing_time;target_landing_time;latest_landing_time;penality_cost_earliest;penality_cost_latest;separation_times
43;4382;4982;5224;6782;1.57;1.72;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
44;4421;5021;5443;6821;1.57;1.78;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
45;4430;5030;5492;6830;1.22;1.35;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
46;4545;5145;5373;6945;1.70;1.08;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
47;4575;5175;5731;6975;1.99;1.20;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
48;4614;5214;5749;7014;1.19;1.37;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
49;4624;5224;5588;7024;1.13;1.55;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
50;4746;5346;5636;7146;1.61;1.92;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
51;4988;5588;5946;7388;1.46;1.74;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
52;5091;5691;6145;7491;1.97;1.89;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
53;5104;5704;6074;7504;1.75;1.38;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
54;5208;5808;6223;7608;1.61;1.20;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
55;5344;5944;6521;7744;1.89;1.09;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
56;5381;5981;6404;7781;1.17;1.50;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
57;5502;6102;6455;7902;1.47;1.32;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
58;5608;6208;6344;8008;1.44;1.87;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
59;5982;6582;6867;8382;1.39;1.89;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
60;6242;6842;6972;8642;1.80;1.29;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
61;6568;7168;7439;8968;1.80;1.54;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
62;6640;7240;7635;9040;1.07;1.46;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
63;6908;7508;7824;9308;1.82;1.27;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
64;7032;7632;8162;9432;1.55;1.80;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
65;7035;7635;8124;9435;1.49;1.50;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
66;7125;7725;8080;9525;1.37;1.51;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
67;7174;7774;8149;9574;1.65;1.26;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
68;7471;8071;8291;9871;1.80;1.85;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
69;7552;8152;8349;9952;1.73;1.02;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
70;7644;8244;8715;10044;1.96;1.53;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
71;7750;8350;8455;10150;1.74;1.53;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
72;8023;8623;8903;10423;1.77;1.61;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
73;8401;9001;9293;10801;1.54;1.29;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
74;8765;9365;9508;11165;1.48;1.65;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
75;8969;9569;9988;11369;1.62;1.82;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
76;9030;9630;9796;11430;1.73;1.53;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
77;9220;9820;10300;11620;1.76;1.99;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
78;9222;9822;10108;11622;1.76;1.83;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
79;9519;10119;10666;11919;1.61;1.75;['68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68']
80;9552;10152;10704;11952;1.72;1.84;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
81;9788;10388;10779;12188;1.97;1.26;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
82;9797;10397;10944;12197;1.21;1.96;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
83;9811;10411;10943;12211;1.05;1.19;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
84;9844;10444;10515;12244;1.06;1.87;['68', '68', '90', '68', '68', '68', '90', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '68', '68', '68', '68', '68', '90', '68', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '68', '68', '90', '90', '68', '68', '68', '68', '68', '90', '90', '90', '68', '68', '68', '90', '90', '68', '68', '90', '90', '68', '68', '90', '68', '68', '90', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '68', '90', '68']
85;10141;10741;11112;12541;1.74;1.88;['90', '90', '113', '113', '90', '90', '113', '90', '135', '113', '90', '90', '113', '113', '90', '113', '90', '90', '90', '90', '90', '113', '90', '135', '113', '113', '90', '113', '113', '113', '90', '135', '90', '90', '113', '113', '90', '90', '113', '90', '90', '135', '90', '90', '113', '113', '113', '90', '113', '113', '113', '90', '113', '113', '113', '113', '113', '90', '90', '90', '90', '113', '113', '113', '113', '90', '90', '113', '113', '113', '113', '113', '135', '113', '113', '90', '135', '90', '90', '113', '90', '113', '90', '113', '113', '90', '113', '113', '90', '90', '90', '90', '90', '113', '90', '113', '113', '90', '113', '90']
